,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
4500043,3,12428.3,0.0,0.0,0.0,0.0
3721103,1,287571.79,29878.0,0.0,385445.52,673017.31
2973346,4,13962.0,13962.0,0.0,0.0,0.0
4940333,3,6117.04,0.0,0.0,0.0,0.0
4385004,3,5790.24,10860.0,5069.76,0.0,0.0
83589,3,3950.45,0.0,0.0,0.0,0.0
6020326,4,167743.93,167743.93,0.0,0.0,0.0
5987697,1,3260215.75,3260215.75,0.0,0.0,3260215.75
836543,4,410777.75,371.0,0.0,0.0,410777.75
3670637,0,91771.07,25598835.24,25690606.31,169785.54,78014.48
6259987,4,388171.95,388171.95,0.0,0.0,0.0
553051,1,346704.55,346704.55,0.0,513994.79,860699.34
6118805,4,72878.02,72878.02,0.0,0.0,0.0
1148897,4,2248584.96,2248584.96,0.0,0.0,0.0
6016558,3,35641.98,0.0,0.0,0.0,0.0
833192,3,12086.78,111999.23,99912.45,0.0,0.0
1030397,4,55062.46,55062.46,0.0,0.0,0.0
5188038,4,500003.56,500003.56,0.0,0.0,0.0
2877882,3,20216.0,0.0,0.0,0.0,0.0
3575338,3,6566.13,0.0,0.0,0.0,0.0
3365259,3,12130.54,793473.0,781342.46,0.0,0.0
6308244,1,73110.82,73110.82,0.0,203551.47,276662.29
913830,0,7315.19,117907.0,125222.19,0.0,11887.62
5723467,0,213937.04,30184.0,244121.04,75617.95,0.0
6118812,1,624686.04,624686.04,0.0,162545.17,787231.2
5134195,3,9843.29,25754.0,15910.71,0.0,0.0
5260111,3,17630.87,70511.67,52880.79,0.0,0.0
3003497,3,27713.3,0.0,0.0,0.0,0.0
6088930,3,18233.65,18259.0,25.35,0.0,0.0
2377774,3,683.11,125940.29,125257.18,0.0,0.0
1707162,1,28758.84,0.0,0.0,741175.01,769933.85
1932228,1,319208.14,319208.14,0.0,1905620.3,2224828.44
858024,1,2885466.96,2885466.96,0.0,28131.01,3268477.05
98665,0,115927.13,1395941.96,1511869.09,904007.67,698185.53
5990449,4,237776.02,237776.02,0.0,0.0,0.0
1559744,0,156963.23,5530.0,162493.23,651000.04,494036.81
5537231,1,67948.58,19867.0,0.0,1761623.27,1829571.85
6065200,1,1994525.04,1994525.04,0.0,337740.87,2332265.91
6171867,0,229979.21,4214.0,234193.21,0.0,0.0
1584309,1,325284.09,972019.0,646734.91,1621775.31,1947059.4
3960336,4,717046.74,717046.74,0.0,0.0,0.0
5578046,3,26313.37,0.0,0.0,0.0,0.0
6265136,4,309061.5,309061.5,0.0,0.0,0.0
4877175,3,17261.79,1081.0,0.0,0.0,0.0
4560023,1,452986.68,0.0,0.0,2777798.44,3230785.12
1000133,4,38894.96,0.0,0.0,1601852.78,1640747.75
6171062,4,1565621.39,1565621.39,0.0,0.0,0.0
2661423,0,78846.76,25517.0,104363.76,437180.37,358333.6
6194206,4,161016.65,161016.65,0.0,0.0,0.0
2077850,0,310143.68,5001527.45,5311671.13,3138062.23,2827918.55
6276600,4,134293.12,134293.12,0.0,0.0,0.0
6259943,1,1555182.41,1555182.41,0.0,76405.76,1631588.17
3179195,1,487572.45,487572.45,0.0,22069.46,509641.91
6008118,4,966389.93,966389.93,0.0,0.0,0.0
6206518,4,245991.5,245991.5,0.0,0.0,0.0
1471799,1,49906.17,0.0,0.0,82202.35,132108.52
6017066,4,475693.24,475693.24,0.0,0.0,0.0
6020282,1,873356.47,873356.47,0.0,105657.71,979014.18
6281774,1,4480592.14,4480592.14,0.0,3244885.0,7725477.14
3408531,1,32733.43,32733.43,0.0,0.0,32733.43
848429,1,1783144.33,1783144.33,0.0,1793786.8,3576931.13
6362468,4,185488.23,185488.23,0.0,0.0,0.0
5330505,0,61523.09,7160215.21,7221738.29,6256509.85,6217896.3
144125,0,264886.58,4511.0,269397.58,2846587.61,2821549.13
48509,3,10039.49,20427.0,10387.51,0.0,0.0
5387957,0,202595.3,26454.0,229049.3,440090.0,237494.7
3684683,0,87714.69,5207885.88,5295600.57,3101803.17,3014088.48
6168684,1,316877.85,316877.85,0.0,0.0,316877.85
6062101,1,1673066.07,1673066.07,0.0,3680384.06,5353450.13
4359741,0,60599.03,71802.0,132401.04,1071493.63,1010894.59
5991618,4,533092.45,533092.45,0.0,0.0,0.0
6281806,1,258570.41,258570.41,0.0,0.0,258570.41
6256546,3,17682.86,11565.0,0.0,0.0,0.0
1603864,4,773696.12,773696.12,0.0,0.0,0.0
4913690,0,343485.53,3864815.46,4208300.99,2190307.35,1846821.82
1724861,1,2432747.48,2432747.48,0.0,9362679.89,11795427.37
1059554,4,86170.94,86170.94,0.0,0.0,0.0
308807,3,10243.13,0.0,0.0,0.0,0.0
3261666,3,11121.43,0.0,0.0,0.0,0.0
4650157,1,122095.14,11443.0,0.0,0.0,122095.14
4640169,4,61756.82,61756.82,0.0,0.0,0.0
1510122,1,34301.19,34301.19,0.0,0.0,34301.19
1606835,1,190725.62,0.0,0.0,261956.61,452682.23
4527680,4,351237.49,10652.0,0.0,0.0,351237.49
4196755,1,300806.18,0.0,0.0,11641513.28,11942319.46
5988261,4,1675153.28,1675153.28,0.0,0.0,0.0
2527029,4,212788.38,53367.0,0.0,0.0,212788.38
6053155,1,197943.1,197943.1,0.0,0.0,197943.1
1532340,3,1926.85,607.0,0.0,0.0,0.0
1976990,1,25993.5,155568.0,129574.5,1455346.55,1481340.05
1932194,1,976830.22,976830.22,0.0,0.0,976830.22
1511328,4,288032.02,288032.02,0.0,0.0,0.0
6281466,4,568292.72,568292.72,0.0,0.0,0.0
1613701,3,3740.18,0.0,0.0,0.0,0.0
88639,0,22786.17,3288491.36,3311277.54,2501114.96,2364068.61
3504209,0,58098.28,18230013.43,18288111.71,120504.79,62406.51
4347254,1,311931.37,0.0,0.0,338568.57,650499.94
2362881,1,605029.34,605029.34,0.0,211936.17,816965.52
1030412,1,1693962.01,1693962.01,0.0,98505.53,1792467.54
6137344,0,82914.11,11220.0,94134.11,373996.4,291082.29
3184384,4,39815.02,0.0,0.0,5218177.48,5257992.49
3610969,4,754874.26,754874.26,0.0,0.0,0.0
1791727,3,17833.7,353945.02,336111.31,0.0,0.0
6362492,4,417129.11,417129.11,0.0,0.0,0.0
1361753,1,223614.99,0.0,0.0,5031321.24,5254936.23
4481507,1,116918.72,4541.0,0.0,0.0,116918.72
5974728,3,23442.02,40378.0,16935.98,0.0,0.0
2267304,3,13818.66,164655.92,150837.26,0.0,0.0
3614179,1,3738574.9,3738574.9,0.0,124080.87,3862655.77
5296417,1,247346.96,0.0,0.0,464249.44,711596.4
5973689,3,15164.38,16283.31,1118.93,0.0,0.0
6040702,4,1035401.2,1035401.2,0.0,0.0,0.0
4374081,4,268366.47,268366.47,0.0,0.0,0.0
6336148,1,32935.25,32935.25,0.0,0.0,32935.25
3976104,0,142060.91,13268887.03,13410947.95,5218927.33,5076866.41
4785635,1,92145.4,92145.4,0.0,388798.48,480943.88
3081034,4,2684260.67,2684260.67,0.0,0.0,0.0
6267871,1,38073.1,981.0,0.0,62410.81,100483.91
3077552,0,286158.38,599384.0,885542.38,1988292.69,1702134.32
6044658,0,69250.5,3738882.44,3808132.94,259037.87,189787.37
4705706,1,187527.04,100296.0,0.0,432301.52,619828.56
6186785,4,32521.24,32521.24,0.0,0.0,0.0
5563761,4,4525901.25,4525901.25,0.0,0.0,0.0
5566029,0,79487.03,4609149.92,4688636.94,1034593.23,955106.2
3193206,1,688034.32,688034.32,0.0,0.0,688034.32
5307346,3,19317.53,932.0,0.0,0.0,0.0
1030352,1,109525.67,109525.67,0.0,3997342.61,4106868.28
6040742,4,107128.17,107128.17,0.0,0.0,0.0
4919587,3,3882.99,1477.0,0.0,0.0,0.0
5940003,0,333661.06,5609817.93,5943478.99,1041212.41,707551.35
1552926,1,281263.15,31716.0,0.0,0.0,281263.15
4044101,3,23155.8,34195.0,11039.2,0.0,0.0
1030665,4,1534926.96,1534926.96,0.0,0.0,0.0
871402,1,63431.1,0.0,0.0,406209.66,615919.43
1076731,1,20181.3,115024.0,94842.7,1536035.75,1537692.97
6362368,4,2232257.71,2232257.71,0.0,0.0,0.0
5093102,1,196009.06,0.0,0.0,309438.09,505447.15
3712764,1,51401.63,0.0,0.0,4915569.46,4966971.09
5784624,1,15638.03,305.0,0.0,7850467.67,7866105.7
265498,0,393477.94,2733.0,396210.94,631.0,675477.07
3680120,1,145039.85,63469.0,0.0,0.0,145039.85
1236187,4,2460110.25,2460110.25,0.0,0.0,0.0
3998743,1,232187.84,24336.0,0.0,0.0,232187.84
1254147,1,19389.4,9959.0,0.0,887052.72,906442.11
711760,0,427038.74,39624.0,466662.74,0.0,0.0
2324068,3,2999.83,9013.0,6013.17,0.0,0.0
608243,0,378169.41,541954.33,920123.74,1922209.9,1544040.49
3167227,1,90270.88,11363.0,0.0,0.0,90270.88
6346134,4,257811.92,257811.92,0.0,0.0,0.0
5730120,0,342880.18,81092.0,423972.18,203347.41,0.0
5799178,1,202391.43,106651.0,0.0,35572.3,340637.93
2239850,3,33700.43,11118.0,0.0,0.0,0.0
4530942,4,490158.2,37466.0,0.0,890767.96,1380926.16
3956496,4,1905476.22,1905476.22,0.0,0.0,0.0
6200489,4,25040.78,25040.78,0.0,0.0,0.0
4823254,0,248526.23,1688751.23,1937277.47,344946.16,96419.92
5985019,3,24507.55,288.94,0.0,0.0,0.0
4366319,3,14753.25,46489.02,31735.77,0.0,0.0
4426064,1,2274766.1,2274766.1,0.0,0.0,2274766.1
2358838,3,11882.01,336228.0,324345.99,0.0,0.0
4784097,1,9207.38,9207.38,0.0,0.0,9207.38
879249,4,703432.88,0.0,0.0,1516768.32,2220201.2
5349898,1,667733.81,667733.81,0.0,1287353.94,1955087.75
1585857,0,143842.84,438808.24,582651.08,686674.18,542831.34
4688722,3,15374.01,0.0,0.0,0.0,0.0
1055002,1,8267760.5,8267760.5,0.0,434210.21,8701970.72
204790,1,338137.46,366339.94,28202.48,1011583.54,1349720.99
6020320,4,102464.68,102464.68,0.0,0.0,0.0
5252264,3,13411.61,39233.0,25821.39,0.0,0.0
522565,0,126469.12,6059451.39,6185920.51,176978.91,194366.36
3720950,0,318851.09,0.0,318851.09,6131747.59,5812896.5
6117949,4,3547485.43,3547485.43,0.0,0.0,0.0
4709841,3,7777.34,0.0,0.0,0.0,0.0
2101589,1,185905.83,0.0,0.0,2235905.53,2421811.36
3278762,1,254768.53,5142.0,0.0,103461.62,358230.15
613797,3,30666.05,0.0,0.0,0.0,0.0
5441303,1,343819.61,301530.0,0.0,575169.0,918988.6
1249684,3,18752.13,166.0,0.0,0.0,0.0
6265589,1,4212682.84,4212682.84,0.0,9728.68,4222411.52
5188051,1,48774.46,48774.46,0.0,0.0,48774.46
6020354,4,336917.97,336917.97,0.0,0.0,0.0
607033,1,673243.67,19905.0,0.0,3484430.06,4341583.26
1030479,4,1028326.5,1028326.5,0.0,0.0,0.0
5799984,4,65365.11,65365.11,0.0,0.0,0.0
1355799,0,77328.8,20573.0,97901.8,520069.29,442740.49
3952947,1,636877.13,0.0,0.0,4817143.29,5454020.42
6361724,1,9749042.95,9749042.95,0.0,213495.23,9962538.18
6008695,1,367364.8,367364.8,0.0,43049.23,410414.03
2593446,1,91171.4,0.0,0.0,1206308.86,1297480.26
1931092,3,16188.17,43074.0,26885.83,0.0,0.0
19069,0,187167.42,14707709.87,14894877.29,244831.58,99690.29
6272920,4,296156.97,296156.97,0.0,0.0,0.0
2980598,0,294089.11,8951170.38,9245259.49,412625.68,118536.57
1030604,1,2066446.27,2066446.27,0.0,423086.94,2489533.21
4871275,1,252780.9,31991.0,0.0,0.0,252780.9
4355080,4,1328643.11,0.0,0.0,4215756.32,5544399.42
6361195,4,394605.69,394605.69,0.0,0.0,0.0
1291831,0,145809.67,3130062.31,3275871.98,1000097.48,753088.55
6359044,1,8443528.7,8443528.7,0.0,0.0,8443528.7
3939554,4,2674794.22,2674794.22,0.0,0.0,0.0
6266287,4,8931550.69,8931550.69,0.0,0.0,0.0
2463670,3,59014.09,0.0,0.0,0.0,0.0
3996608,3,575.62,389.0,0.0,0.0,0.0
5647141,3,30054.8,0.0,0.0,0.0,0.0
1059499,1,1273674.05,1273674.05,0.0,0.0,1273674.05
1505068,3,13932.83,149630.84,135698.01,0.0,0.0
3477154,3,3852.05,8330.0,4477.95,0.0,0.0
6254815,1,1015051.7,1015051.7,0.0,267402.3,1282454.0
1452267,0,208109.69,5591861.34,5799971.03,6645448.82,6437339.13
6112764,1,606920.11,606920.11,0.0,16606636.44,17213556.55
2189734,3,2209.57,30621.0,28411.43,0.0,0.0
4785632,4,1532281.61,1532281.61,0.0,0.0,0.0
4978131,0,62877.3,7621290.56,7684167.86,4716125.18,4653247.88
3576372,0,167706.43,0.0,167706.43,1902325.23,1734618.81
4166952,3,24469.32,10477.29,0.0,0.0,0.0
2754078,1,165925.37,165925.37,0.0,3390123.05,3556048.41
6282118,1,46291.81,46291.81,0.0,799108.3,845400.11
5535700,4,325624.69,15840.0,0.0,0.0,325624.69
5563713,4,4892193.09,4892193.09,4892193.09,0.0,0.0
6201186,1,818639.22,818639.22,0.0,256864.44,1075503.66
3421436,3,4056.91,0.0,0.0,0.0,0.0
2909801,3,30444.21,0.0,0.0,0.0,0.0
1059565,1,539087.79,539087.79,0.0,44825.34,583913.14
5223511,1,40726.95,158497.0,117770.05,464050.97,504777.92
2801933,1,114985.72,0.0,0.0,316689.95,431675.67
1163164,0,107134.81,4676446.95,4783581.75,563416.07,456281.27
3960295,1,530124.99,530124.99,0.0,0.0,530124.99
173813,3,196.0,0.0,0.0,0.0,0.0
3499245,1,143693.86,3245.0,0.0,685644.21,829338.07
6118044,4,29637.03,29637.03,0.0,0.0,0.0
5551417,1,31748.03,0.0,0.0,361095.82,392843.86
6362530,4,1314660.84,1314660.84,0.0,0.0,0.0
6272984,4,19527.35,19527.35,0.0,0.0,0.0
1444419,1,70655.84,0.0,0.0,2656837.15,2727492.99
3760284,4,10000000.0,20536624.41,10536624.41,0.0,0.0
1030708,1,305817.12,305817.12,0.0,0.0,305817.12
20391,0,172865.19,6652090.2,6824955.39,6259226.34,7428081.5
3292775,1,380969.73,101638.0,0.0,360340.98,741310.71
1284211,0,388036.03,329.0,388365.03,0.0,0.0
1567833,1,25340.46,11295.0,0.0,0.0,25340.46
1511320,4,3733104.07,3733104.07,0.0,0.0,0.0
4504670,1,21050.76,0.0,0.0,1753480.45,1774531.2
4289070,0,169335.04,10994.0,180329.04,1472224.12,1302889.08
1352508,3,6807.64,0.0,0.0,0.0,0.0
4541724,1,829645.3,829645.3,0.0,0.0,829645.3
1207922,3,12834.08,0.0,0.0,0.0,0.0
6136412,3,4624.49,0.0,0.0,0.0,0.0
1007077,3,10869.21,0.0,0.0,0.0,0.0
2606060,1,83124.08,81632.0,0.0,0.0,83124.08
1972015,3,3357.29,99759.0,96401.71,0.0,0.0
6008430,4,365332.78,365332.78,0.0,0.0,0.0
1331945,4,433348.97,433348.97,0.0,0.0,0.0
3361521,0,282463.76,16531.0,298994.76,48425.33,0.0
4388747,1,46779.04,46779.04,0.0,0.0,46779.04
4910278,1,228118.13,16649.0,0.0,302736.84,530854.97
3594477,1,340936.99,340936.99,0.0,777058.51,1117995.5
2185485,4,476890.47,476890.47,0.0,0.0,0.0
210781,3,12079.24,0.0,0.0,0.0,0.0
2109241,1,82821.16,0.0,0.0,1182518.37,1265339.53
1880160,0,309840.75,10130948.58,10440789.33,3221450.63,2911609.88
796236,3,7447.09,0.0,0.0,0.0,0.0
2767971,4,272019.58,0.0,0.0,4517060.68,4789080.26
5498540,0,107712.79,1827673.53,1935386.32,136739.05,29026.26
2033193,1,265030.43,0.0,0.0,2171187.44,2436217.87
1070156,4,1848199.45,1848199.45,0.0,0.0,0.0
3342731,3,3613.85,0.0,0.0,0.0,0.0
6151025,0,104733.7,3513078.35,3617812.05,935149.81,830416.11
474912,0,37228.76,276.0,37504.76,1252071.86,1214843.1
3702794,3,905.17,0.0,0.0,0.0,0.0
592854,4,492107.34,15754.0,0.0,2103766.71,2595874.05
1930795,2,1740.74,2985.0,1244.26,1423414.1,1425154.84
5633357,3,6039.62,250248.98,244209.36,0.0,0.0
2771940,3,1550.48,29257.0,27706.52,0.0,0.0
1663311,1,121084.85,12134.0,0.0,0.0,121084.85
5819905,4,30467.69,30467.69,0.0,0.0,0.0
4479813,4,1724129.81,174.0,0.0,35862.68,1759992.5
3213723,1,358440.67,358440.67,0.0,107972.49,466413.16
4538952,4,15177.97,15177.97,0.0,0.0,0.0
3752266,3,24140.51,0.0,0.0,0.0,0.0
1511338,4,155534.95,155534.95,0.0,0.0,0.0
6362419,1,6377401.2,6377401.2,0.0,0.0,6377401.2
4138711,1,153599.89,0.0,0.0,4182931.49,4336531.38
5871055,4,265836.1,265836.1,0.0,0.0,0.0
2116097,4,4354175.33,4354175.33,0.0,0.0,0.0
6009721,4,3085.45,3085.45,0.0,0.0,0.0
3749911,4,345533.89,345533.89,0.0,0.0,0.0
2801103,4,36371.77,36371.77,0.0,0.0,0.0
6278026,4,2205.55,2205.55,0.0,0.0,0.0
4579675,1,188633.2,0.0,0.0,223484.21,412117.4
1973890,1,272094.41,0.0,0.0,295372.99,567467.4
945639,4,362152.77,362152.77,0.0,0.0,0.0
499096,1,58117.7,11627.0,0.0,961981.1,1020098.8
5041283,1,65475.68,0.0,0.0,3352660.58,3418136.26
5685980,3,20302.79,80341.0,60038.21,0.0,0.0
414522,1,1144089.37,1144089.37,0.0,2502877.26,3879210.29
476042,0,298163.79,80986.0,379149.79,645745.11,347581.32
5990204,3,1724.32,150591.0,148866.68,0.0,0.0
2604366,4,917014.64,917014.64,0.0,0.0,0.0
597896,1,6648389.9,6648389.9,0.0,2609209.55,9257599.45
149777,3,9274.44,20821.0,11546.56,0.0,0.0
4716135,0,94306.5,3837280.47,3931586.97,426866.35,332559.86
6282117,4,46291.81,46291.81,0.0,0.0,0.0
6296671,1,9295454.24,9295454.24,0.0,486305.42,9781759.67
4250504,0,205397.17,940413.73,1145810.9,1157839.61,952442.44
4784797,4,88748.63,88748.63,0.0,0.0,0.0
1030487,4,5800988.12,5800988.12,0.0,0.0,0.0
3241596,1,406844.07,0.0,0.0,4130267.33,4537111.4
2736447,1,0.0,0.0,0.0,0.0,0.0
712942,3,824.14,0.0,0.0,0.0,0.0
6238418,4,217357.58,217357.58,0.0,0.0,0.0
816500,3,13928.88,265.0,0.0,0.0,0.0
2368040,3,4418.04,48243.92,43825.88,0.0,0.0
5705153,0,268370.84,68.0,268438.84,211139.45,0.0
2599230,1,343883.81,0.0,0.0,6529042.0,6872925.81
6168724,1,615954.92,615954.92,0.0,3271323.95,3887278.88
5563741,4,5658123.36,5658123.36,0.0,0.0,0.0
3260727,3,7632.59,0.0,0.0,0.0,0.0
6296768,4,10000000.0,12254417.02,2254417.02,0.0,0.0
1069781,1,2658595.89,2658595.89,0.0,286931.14,2945527.03
6073328,1,3551771.18,3551771.18,0.0,208369.87,3760141.06
6010469,1,2758096.0,2758096.0,0.0,128192.29,2886288.29
2900180,1,220102.1,0.0,0.0,1234273.61,1454375.71
6040739,1,934314.89,934314.89,0.0,0.0,934314.89
3423826,1,218287.76,0.0,0.0,3999764.33,4218052.09
1718260,1,256705.68,256705.68,0.0,0.0,256705.68
6102386,4,356224.26,356224.26,0.0,0.0,0.0
4930982,4,484772.73,484772.73,0.0,0.0,0.0
3226833,3,5150.47,41048.0,35897.53,0.0,0.0
3047529,3,25575.07,102260.0,76684.93,0.0,0.0
6154177,1,400276.72,400276.72,0.0,244756.45,645033.17
4785640,4,596127.11,596127.11,0.0,0.0,0.0
5115746,1,68584.27,0.0,0.0,2604585.85,2673170.11
5071154,1,317608.01,0.0,0.0,680097.5,997705.51
4785577,1,143340.15,143340.15,0.0,459383.83,602723.98
3421541,3,1487.9,0.0,0.0,0.0,0.0
6178551,3,6526.37,0.0,0.0,0.0,0.0
2773413,4,1123639.01,1123639.01,0.0,0.0,0.0
5561948,4,620512.76,620512.76,0.0,0.0,0.0
77413,1,51838.11,0.0,0.0,657911.52,709749.62
1030307,4,854550.85,854550.85,0.0,0.0,0.0
2697067,4,773978.38,8998.83,0.0,831062.39,1605040.77
6280085,1,228751.77,228751.77,0.0,702234.36,930986.13
2801129,4,334890.91,334890.91,0.0,0.0,0.0
5547736,1,161960.79,17703.0,0.0,926357.98,1088318.77
1030394,1,1372301.24,1372301.24,0.0,0.0,1372301.24
5334073,1,273381.45,0.0,0.0,374872.15,648253.59
2809686,3,17831.73,0.0,0.0,0.0,0.0
3610967,4,1070857.97,1070857.97,0.0,0.0,0.0
5819906,1,30467.69,30467.69,0.0,625616.25,656083.94
2456001,1,428721.38,0.0,0.0,7971287.04,8400008.43
4341938,4,443682.96,443682.96,0.0,0.0,0.0
1102836,4,49028.96,0.0,0.0,459789.92,508818.88
4089792,3,5294.59,5380.0,85.41,0.0,0.0
6065320,4,168033.36,168033.36,0.0,0.0,0.0
6337937,4,612241.76,612241.76,0.0,0.0,0.0
574992,1,18126.95,18126.95,0.0,0.0,18126.95
3821477,4,253752.42,14697.0,0.0,4394629.39,4648381.81
6283805,1,2333929.91,2333929.91,0.0,14968753.24,17302683.16
665916,3,1840.23,5319.08,3478.86,0.0,0.0
2170973,3,5825.14,359023.77,353198.63,0.0,0.0
3191272,1,1061482.24,1061482.24,0.0,122332.23,1183814.46
2156587,0,62147.51,198402.0,260549.51,256009.97,193862.45
1059524,4,891944.51,891944.51,0.0,0.0,0.0
2729253,0,41623.72,1759274.22,1800897.94,85266.88,43643.16
5756324,1,59881.62,511678.0,451796.38,263887.86,323769.47
3613622,0,32484.88,21223287.96,21255772.85,529556.39,497071.51
1716419,1,548161.93,548161.93,0.0,443736.12,991898.05
1030403,4,722380.88,722380.88,0.0,0.0,0.0
1030533,4,1871553.73,1871553.73,0.0,0.0,0.0
59399,1,201295.98,0.0,0.0,930744.42,1132040.4
4514184,1,14390.18,10837.0,0.0,603089.14,617479.32
1261715,1,332390.07,0.0,0.0,750815.38,1083205.45
6344708,4,2109967.47,2109967.47,0.0,0.0,0.0
4248069,3,21737.51,405.0,0.0,0.0,0.0
2826808,1,32717.15,11231.0,0.0,0.0,216684.31
1822520,1,174981.3,31403.0,0.0,0.0,174981.3
4104662,1,43235.71,43235.71,0.0,54838.13,98073.84
3361766,1,541115.02,541115.02,0.0,51607.15,592722.17
576340,4,268641.82,268641.82,0.0,0.0,0.0
6162106,3,6606.3,0.0,0.0,0.0,0.0
2792650,3,3432.88,0.0,0.0,0.0,0.0
3137120,4,1418198.25,1418198.25,0.0,0.0,0.0
756498,1,2395.29,2395.29,0.0,276538.59,470937.03
5993383,4,500905.62,500905.62,0.0,0.0,0.0
1030592,1,3284197.88,3284197.88,0.0,200942.08,3485139.96
5033185,1,9299230.13,9299230.13,0.0,11291600.74,20590830.88
5548647,4,1894345.86,96617.76,0.0,14115456.38,16009802.24
4575378,0,338076.1,2793842.82,3131918.92,406599.86,68523.76
1921604,1,251140.96,251140.96,0.0,118975.87,370116.83
31032,3,374.32,0.0,0.0,0.0,0.0
3326289,4,539510.01,11019.0,0.0,984887.79,1524397.8
6168694,1,889.76,889.76,0.0,29138.76,30028.51
4580662,1,364375.51,364375.51,0.0,1167810.86,1532186.38
3809916,4,233891.03,10674.0,0.0,33750.81,267641.84
1030450,1,403975.39,403975.39,0.0,0.0,403975.39
6055657,4,2123610.45,2123610.45,0.0,0.0,0.0
908891,3,6814.77,0.0,0.0,0.0,0.0
3489832,4,2684142.41,2684142.41,0.0,0.0,0.0
6010863,4,1108140.19,1108140.19,0.0,0.0,0.0
6351083,1,131842.85,131842.85,0.0,3479.07,135321.92
1238786,3,23569.31,0.0,0.0,0.0,0.0
1030744,1,268230.43,268230.43,0.0,0.0,268230.43
1030328,1,325242.69,325242.69,0.0,910845.46,1236088.15
6296620,4,3288377.47,3288377.47,0.0,0.0,0.0
1940125,1,178503.45,178503.45,0.0,382903.28,561406.72
526059,1,194380.92,226.0,0.0,213803.88,408184.81
3818611,0,419947.24,2444274.55,2864221.79,1709636.7,1289689.46
5563758,1,1090527.71,1090527.71,0.0,0.0,1090527.71
4690000,4,161859.16,161859.16,0.0,0.0,0.0
1030497,4,13890.42,13890.42,0.0,0.0,0.0
6202392,4,1070031.6,1070031.6,0.0,0.0,0.0
1903201,4,150577.81,194985.37,44407.55,192366.36,342944.18
1059526,4,146681.74,146681.74,0.0,0.0,0.0
6013693,1,166880.54,166880.54,0.0,0.0,166880.54
5671956,1,2107997.33,2107997.33,0.0,0.0,2107997.33
6201642,4,978103.4,978103.4,0.0,0.0,0.0
3794138,0,182263.48,656610.08,838873.56,263217.61,80954.12
5685500,4,704477.84,0.0,0.0,1268527.8,1973005.63
6064527,4,2979972.78,2979972.78,0.0,0.0,0.0
3279865,1,419036.6,41165.0,0.0,394932.54,813969.15
151684,1,132408.98,75.0,0.0,1389442.35,1521851.34
6078201,1,22048.19,22048.19,0.0,0.0,22048.19
713152,1,191605.51,13732.0,0.0,691529.81,883135.32
3062482,4,392139.55,17744.0,0.0,176647.39,568786.95
1059553,1,306833.41,306833.41,0.0,0.0,306833.41
5840498,1,1232239.39,1232239.39,0.0,30479.19,1262718.58
6148203,1,97326.39,0.0,0.0,5393178.1,5490504.48
576351,1,335219.49,335219.49,0.0,111675.56,446895.05
6283813,1,82535.57,82535.57,0.0,0.0,82535.57
6276615,1,349627.64,349627.64,0.0,0.0,349627.64
5531486,0,177123.28,4161194.64,4338317.92,2135195.59,1958072.31
354428,3,23228.29,8307.0,0.0,0.0,0.0
2197235,4,164213.17,164213.17,0.0,0.0,0.0
3193211,4,802421.39,802421.39,0.0,0.0,0.0
1659679,1,51261.44,0.0,0.0,242232.34,293493.77
3910946,3,52884.44,51543.95,0.0,0.0,0.0
3668999,4,124696.98,124696.98,0.0,0.0,0.0
6128527,1,161804.68,161804.68,0.0,22621.89,184426.57
2353596,1,130516.04,29417.29,0.0,4613175.43,4743691.48
1852938,4,276042.59,276042.59,0.0,0.0,0.0
1741502,4,160351.22,160351.22,0.0,0.0,0.0
1345794,0,214401.85,196279.46,410681.31,570176.99,355775.14
14861,1,181728.11,0.0,0.0,11397.0,184477.77
3539340,3,2677.82,0.0,0.0,0.0,0.0
2242469,4,1254014.83,74271.0,0.0,10262579.7,11516594.54
4193347,3,17922.41,27276.0,9353.59,0.0,0.0
6318842,4,69077.14,69077.14,0.0,0.0,0.0
1730172,3,26968.37,830966.4,803998.03,0.0,0.0
4388550,4,2984434.36,2984434.36,0.0,0.0,0.0
6259925,1,39247.74,39247.74,0.0,3972842.93,4012090.67
60853,4,994453.2,1437370.87,442917.67,194812.76,665743.67
2324084,1,251068.42,0.0,0.0,744692.2,995760.62
2382155,1,2634032.61,2634032.61,0.0,502216.16,3136248.77
4377226,4,98050.29,98050.29,0.0,0.0,0.0
6064992,4,7239986.95,7239986.95,0.0,0.0,0.0
5987910,4,281439.26,281439.26,0.0,0.0,0.0
1030657,4,1534985.07,1534985.07,0.0,0.0,0.0
3191414,4,128718.59,128718.59,0.0,0.0,0.0
2940123,1,299999.8,0.0,0.0,1091381.09,1391380.89
6281457,1,214760.72,214760.72,0.0,151605.62,366366.35
6296756,4,28399.72,28399.72,0.0,0.0,0.0
1511377,1,443893.69,443893.69,0.0,3118325.8,3562219.49
765269,1,360688.3,360688.3,0.0,0.0,360688.3
6020367,1,1760061.57,1760061.57,0.0,142305.44,1902367.02
1070765,1,139210.23,139210.23,0.0,389208.21,528418.44
2889239,1,346536.24,0.0,0.0,2800135.46,3146671.7
6014023,1,219979.57,50068.0,0.0,48281.99,268261.56
1060033,4,1082718.08,1082718.08,0.0,0.0,0.0
674020,2,3331.37,30500.04,27168.67,60334.02,63665.39
